1,818,220,01-03-2015,8954.410108
2,6475,80,22-02-2015,9764.172064
3,7292,193,07-09-2015,1437.692311
4,2947,240,08-05-2015,8290.516288
5,2592,14,26-07-2015,6469.839114
6,9409,143,05-01-2015,5834.1942
7,4787,234,12-04-2015,4594.042612
8,3712,64,28-11-2015,5432.804053
9,9245,43,25-05-2015,6570.745777
10,7449,6,08-12-2015,6948.041642
11,4003,41,10-06-2015,4876.917747
12,5389,186,22-11-2015,8208.611652
13,854,75,26-12-2015,2325.518848
14,565,222,25-06-2015,3333.881384
15,8489,27,17-03-2015,9354.541149
16,3287,224,24-12-2015,1368.210243
17,6148,143,24-10-2015,4852.445047
18,6092,66,22-12-2015,1657.12091
19,3775,178,05-12-2015,3013.833327
20,3011,66,13-02-2015,2886.878655
21,148,127,19-10-2015,2136.432362
22,7336,104,01-04-2015,6906.027525
23,9112,52,10-04-2015,5193.758977
24,5266,53,04-11-2015,8626.972254
25,8660,48,12-11-2015,1964.007151
26,3748,8,08-11-2015,3823.151515
27,8849,192,24-12-2015,1098.777269
28,8432,236,22-07-2015,5618.106198
29,4697,116,17-09-2015,3418.884999
30,6529,95,06-09-2015,2352.094037
31,5736,239,02-11-2015,9530.159052
32,5407,170,15-05-2015,1388.673606
33,7089,224,05-02-2015,6952.597229
34,8190,172,10-08-2015,762.3802214
35,181,120,25-10-2015,3702.188689
36,7521,153,25-09-2015,3334.243309
37,1400,118,11-07-2015,7905.457291
38,6701,82,17-05-2015,6119.832194
39,1064,99,09-02-2015,2057.520784
40,6159,193,30-12-2015,9667.169281
41,6483,83,20-11-2015,9323.228444
42,183,207,07-11-2015,9096.869904
43,9775,180,30-12-2015,2590.136616
44,4090,75,20-02-2015,9208.333997
45,4414,166,19-10-2015,1299.664586
46,9913,186,12-07-2015,724.6253228
47,370,50,11-02-2015,9318.402874
48,2065,119,09-02-2015,5059.931005
49,8780,155,26-07-2015,7446.313137
50,1864,3,03-02-2015,9674.328312
51,5437,90,25-05-2015,4459.487973
52,5616,38,24-06-2015,243.8934528
53,8733,49,18-09-2015,377.9156358
54,4718,72,24-12-2015,68.81834707
55,3347,240,08-04-2015,7998.039427
56,5017,56,07-10-2015,8516.614245
57,7376,190,20-07-2015,2832.855513
58,2959,27,09-10-2015,1191.357023
59,4275,82,20-12-2015,1105.966732
60,5448,73,07-02-2015,265.1576501
61,8923,76,29-07-2015,4776.998308
62,3684,154,11-06-2015,925.7417555
63,4796,90,29-04-2015,8993.80552
64,1483,48,17-09-2015,5964.246076
65,75,237,20-04-2015,9197.955942
66,2046,129,04-03-2015,979.299361
67,4908,31,19-03-2015,2544.284292
68,4867,51,04-11-2015,420.1426979
69,6709,53,26-01-2015,5788.2231
70,9982,175,13-03-2015,5016.157939
71,6455,207,22-05-2015,9871.347846
72,5053,235,09-06-2015,6627.690728
73,6536,220,09-04-2015,612.7481544
74,4477,77,28-07-2015,8056.793542
75,6980,140,26-11-2015,3679.455497
76,8593,208,28-12-2015,8493.86099
77,7909,152,06-02-2015,525.3005049
78,7562,3,09-01-2015,8246.496116
79,4454,34,10-12-2015,3974.809496
80,6159,137,23-05-2015,5080.753023
81,2193,151,22-10-2015,7624.903576
82,6681,207,11-11-2015,7220.573822
83,5889,214,29-06-2015,1782.185616
84,2606,139,17-09-2015,950.6127175
85,4764,189,27-06-2015,6024.0434
86,4080,224,19-10-2015,7766.865538
87,2469,152,08-06-2015,8821.145389
88,513,237,16-04-2015,430.6129058
89,5133,215,15-12-2015,1503.390613
90,4935,14,15-01-2015,835.2539909
91,964,166,28-06-2015,3494.956426
92,1308,123,12-04-2015,3570.718374
93,9780,60,02-05-2015,7146.375615
94,929,132,23-11-2015,931.6997147
95,6690,82,15-08-2015,340.6156163
96,8726,33,23-11-2015,5610.075612
97,3244,152,21-12-2015,9383.034932
98,8300,211,26-04-2015,940.7240914
99,6291,69,03-12-2015,5284.585798
100,1758,78,16-10-2015,821.7658053
101,5300,158,07-08-2015,480.2630991
102,4332,216,10-12-2015,271.0469446
103,4223,32,10-03-2015,9697.620347
104,9309,171,06-02-2015,8842.985316
105,9431,152,01-06-2015,5609.024417
106,4080,66,09-04-2015,3475.213765
107,6641,148,25-05-2015,5650.877045
108,8138,167,05-04-2015,8962.785712
109,1532,102,01-05-2015,5681.01291
110,172,196,12-08-2015,1066.263728
111,559,235,24-11-2015,1189.185814
112,974,203,14-05-2015,7080.186064
113,871,29,29-01-2015,4451.453553
114,1311,232,27-10-2015,8145.155434
115,6142,77,06-10-2015,549.9261829
116,7184,234,25-06-2015,7473.080288
117,3800,208,08-03-2015,9902.374834
118,6219,121,29-03-2015,1293.386397
119,7303,140,24-02-2015,567.0160219
120,571,26,16-01-2015,1862.394688
121,8402,109,20-05-2015,7325.748935
122,3851,226,13-06-2015,9350.611766
123,7166,145,10-06-2015,3351.628947
124,9449,167,18-09-2015,2905.233725
125,9108,35,15-04-2015,3217.977396
126,471,220,05-09-2015,4731.798288
127,8886,185,30-04-2015,6935.949372
128,5705,30,18-11-2015,2325.502381
129,4518,188,30-10-2015,3775.424359
130,9174,120,24-09-2015,6351.997893
131,2090,138,13-01-2015,255.5845849
132,469,204,26-08-2015,8437.92098
133,8533,182,20-09-2015,496.7278608
134,3330,71,29-10-2015,7700.954672
135,4425,197,18-01-2015,1271.672792
136,4604,73,05-09-2015,56.00926569
137,3665,15,12-08-2015,5446.67074
138,6817,78,09-10-2015,6245.511085
139,4573,83,09-02-2015,6010.563074
140,9167,6,16-03-2015,3020.055858
141,9706,234,26-04-2015,4327.744594
142,8975,122,20-08-2015,2591.021169
143,7444,71,27-10-2015,6817.988435
144,9959,21,10-09-2015,162.8242256
145,8584,190,06-03-2015,3738.533294
146,1300,123,14-02-2015,9603.819439
147,6124,174,16-05-2015,1952.565533
148,7234,70,05-05-2015,3220.13644
149,790,106,10-02-2015,79.04738491
150,5661,84,10-08-2015,3861.735326
151,5285,13,06-07-2015,1506.486708
152,485,117,07-03-2015,6837.099491
153,794,196,09-05-2015,3447.179801
154,3434,152,11-12-2015,9830.129096
155,8834,199,29-07-2015,696.7881769
156,5730,192,12-07-2015,7427.689985
157,8813,197,03-04-2015,3983.149311
158,5688,127,08-02-2015,9233.605763
159,9866,16,13-05-2015,3271.76375
160,3389,152,08-02-2015,1454.840146
161,5480,29,28-04-2015,2191.269365
162,2900,29,29-12-2015,5363.823637
163,6566,24,18-07-2015,6916.204136
164,4887,237,18-04-2015,7762.146985
165,9292,218,20-06-2015,3643.177454
166,627,215,14-11-2015,553.5579698
167,9911,190,11-11-2015,14.35355938
168,6362,161,04-09-2015,8056.977123
169,2748,20,08-06-2015,5232.148713
170,5148,235,14-11-2015,4716.423627
171,690,182,26-02-2015,897.0180375
172,4943,183,11-03-2015,1102.712493
173,1364,122,04-12-2015,2674.081398
174,5998,16,26-03-2015,7390.683311
175,893,157,12-10-2015,3999.571601
176,2003,119,31-03-2015,576.1672701
177,4534,40,10-02-2015,8253.425756
178,2455,54,05-04-2015,6154.616097
179,9034,102,08-08-2015,434.444623
180,8015,190,01-07-2015,814.2596308
181,7052,157,23-05-2015,1352.733381
182,6422,64,03-07-2015,7740.293779
183,5535,104,17-04-2015,6642.263826
184,5574,137,31-10-2015,5130.555837
185,4203,45,22-10-2015,9535.282001
186,7293,191,07-01-2015,55.28251119
187,6824,79,11-10-2015,7573.160647
188,1278,207,19-06-2015,7033.815878
189,4922,210,13-07-2015,3219.663595
190,6134,102,12-08-2015,7213.040826
191,6514,38,17-03-2015,8897.523282
192,2023,42,29-09-2015,3527.288257
193,6864,31,23-03-2015,6758.269422
194,2929,172,28-12-2015,4343.319675
195,9236,97,10-07-2015,7762.029677
196,1281,84,29-05-2015,2136.024828
197,3344,133,10-03-2015,2182.364423
198,228,64,28-03-2015,9180.053856
199,6989,108,17-11-2015,5886.205521
200,468,198,25-11-2015,6895.152588
201,9988,216,16-08-2015,1642.814373
202,9943,234,27-08-2015,7606.578102
203,5739,38,12-08-2015,6891.787741
204,5521,164,03-07-2015,6279.60137
205,540,124,06-01-2015,4359.906384
206,8095,94,28-10-2015,6606.811896
207,8105,150,10-04-2015,3689.569025
208,9786,85,02-10-2015,3247.638958
209,777,135,23-06-2015,5872.798915
210,4771,25,14-08-2015,19.5816084
211,210,229,28-11-2015,4395.228695
212,2577,184,03-02-2015,7030.180595
213,1817,239,17-09-2015,2845.776333
214,5398,131,30-12-2015,5651.354593
215,6321,124,20-05-2015,3526.697178
216,4151,133,09-12-2015,5503.712416
217,5214,84,29-11-2015,2274.823514
218,729,104,10-05-2015,8023.91468
219,7842,19,16-02-2015,6909.221366
220,5560,226,31-03-2015,2031.283799
221,7811,29,13-04-2015,2361.036681
222,3888,187,02-07-2015,975.1304285
223,6537,222,11-04-2015,1906.726868
224,8143,228,03-11-2015,6118.402743
225,6920,192,07-05-2015,333.2743461
226,1415,157,27-12-2015,5533.778993
227,7340,229,03-02-2015,9837.754808
228,1516,10,28-02-2015,9621.961944
229,5577,167,08-11-2015,1830.133478
230,1296,79,15-03-2015,2073.687116
231,852,67,10-01-2015,8720.537828
232,4807,92,01-11-2015,7476.666853
233,6074,1,21-08-2015,5552.915977
234,6220,55,27-10-2015,9785.620109
235,3038,141,03-05-2015,5280.638619
236,4671,18,22-04-2015,9783.341772
237,2102,199,06-10-2015,5179.930476
238,5956,6,03-10-2015,9110.506918
239,6178,62,19-04-2015,9175.814087
240,5063,239,06-01-2015,5019.735844
241,6333,198,25-03-2015,3544.750836
242,6061,123,01-06-2015,1756.996562
243,7008,234,29-10-2015,5183.961494
244,4781,56,30-08-2015,231.0342115
245,9225,219,10-01-2015,7837.037699
246,4634,25,21-10-2015,1536.543126
247,4048,202,03-11-2015,5930.847201
248,5373,203,28-12-2015,4363.708473
249,6330,187,25-09-2015,5582.261467
250,2198,171,27-07-2015,682.7255736
251,6762,76,13-09-2015,4994.601677
252,4719,207,21-03-2015,1220.047022
253,6329,169,07-02-2015,9386.883389
254,3079,1,23-12-2015,2023.471239
255,7096,39,01-08-2015,3950.580206
256,7847,97,21-02-2015,7219.928342
257,4897,197,11-11-2015,2882.082396
258,6678,109,01-03-2015,1421.304835
259,4658,225,01-02-2015,9146.808904
260,9498,123,14-01-2015,9995.626678
261,3966,56,04-12-2015,6097.109288
262,3829,86,25-10-2015,9857.317988
263,8557,121,26-03-2015,3127.277159
264,6194,52,27-07-2015,3567.594936
265,1290,223,16-07-2015,6889.580301
266,3304,38,21-12-2015,3824.449673
267,7586,112,13-11-2015,6413.044533
268,2872,165,29-04-2015,5974.727675
269,3384,110,29-01-2015,1109.996042
270,2263,95,06-10-2015,2752.079719
271,2467,20,07-06-2015,5909.867658
272,7335,47,15-04-2015,2927.127445
273,5471,160,23-06-2015,5450.40148
274,6325,182,01-10-2015,6377.063815
275,3669,8,26-01-2015,3855.126402
276,6824,156,19-01-2015,4072.591912
277,3573,104,21-08-2015,5935.466481
278,606,232,11-05-2015,771.414963
279,1253,173,09-06-2015,1976.076351
280,5346,202,03-08-2015,3721.635826
281,2572,140,17-04-2015,2279.736934
282,3510,122,31-07-2015,6470.371485
283,4209,226,26-08-2015,95.92983542
284,3295,237,29-12-2015,2051.854268
285,4991,10,07-09-2015,3953.767435
286,9388,219,23-05-2015,2412.235381
287,10,230,24-06-2015,5343.76619
288,5968,16,05-05-2015,337.8779839
289,7173,221,23-09-2015,4385.704284
290,9653,184,22-02-2015,3062.439069
291,1781,189,16-01-2015,1097.581351
292,7490,167,08-05-2015,5775.114347
293,9886,53,23-04-2015,4038.399824
294,9432,109,17-02-2015,1553.616357
295,1542,15,29-01-2015,4762.47086
296,8003,112,03-02-2015,8476.782036
297,4970,6,12-10-2015,7200.31365
298,5529,90,28-05-2015,2085.571025
299,752,149,16-08-2015,4950.554996
300,5888,176,21-09-2015,9212.706282
301,8744,48,30-06-2015,5346.688431
302,387,114,04-11-2015,7857.264103
303,8816,35,14-02-2015,5095.005707
304,5150,172,02-09-2015,6507.174142
305,2474,141,30-01-2015,5256.414584
306,7748,30,22-08-2015,9595.092582
307,8817,240,14-04-2015,9135.421954
308,2331,174,13-11-2015,8428.274077
309,4311,240,22-02-2015,8052.34851
310,5556,149,16-08-2015,2156.345133
311,9877,209,10-09-2015,9680.667832
312,318,59,03-02-2015,8230.671546
313,343,150,18-02-2015,3394.484587
314,7576,230,07-09-2015,2135.292164
315,1335,125,07-12-2015,6210.032209
316,830,71,18-12-2015,4954.123727
317,1577,149,08-08-2015,8982.815169
318,7319,6,26-04-2015,9363.844747
319,8617,83,26-08-2015,2017.764018
320,5029,115,16-04-2015,5699.644291
321,3585,207,27-09-2015,492.526364
322,632,166,19-11-2015,4645.107217
323,2501,104,05-09-2015,9984.129307
324,9299,87,27-01-2015,6364.560453
325,8283,30,17-12-2015,5024.63656
326,9063,208,12-03-2015,9389.593383
327,3281,181,30-01-2015,4956.257729
328,2154,118,18-03-2015,5375.826076
329,3535,141,07-11-2015,8310.969992
330,7288,180,10-07-2015,9292.066371
331,2688,181,29-08-2015,4924.239119
332,2434,77,16-05-2015,8403.48463
333,836,173,09-12-2015,7218.395537
334,3513,52,19-11-2015,7013.895629
335,5535,46,21-03-2015,6392.093974
336,4831,34,11-05-2015,4622.479306
337,5561,127,10-02-2015,6395.060272
338,7168,44,20-11-2015,5749.301053
339,2359,137,24-05-2015,1813.297533
340,2693,85,15-11-2015,412.7008169
341,2631,89,14-02-2015,6946.541301
342,5323,180,27-10-2015,9996.750253
343,3012,45,25-07-2015,3840.646458
344,1403,3,17-05-2015,7268.591112
345,5064,177,04-08-2015,5937.991918
346,7956,194,06-01-2015,7892.080024
347,9732,99,25-03-2015,4535.383608
348,6618,108,22-11-2015,1568.606981
349,6593,123,15-05-2015,378.8197167
350,792,130,21-05-2015,4718.876003
351,1735,109,17-08-2015,2011.490248
352,1267,118,09-11-2015,3298.192175
353,7933,143,01-07-2015,1623.436962
354,6941,85,28-04-2015,566.4916233
355,9526,116,29-08-2015,647.2407792
356,8058,197,30-01-2015,7359.164164
357,9476,233,08-06-2015,9967.527194
358,3949,212,17-04-2015,3798.529824
359,8627,55,25-05-2015,5516.593386
360,987,192,07-07-2015,2426.803528
361,7195,149,17-06-2015,6927.759896
362,779,4,29-01-2015,3101.384606
363,3773,24,21-02-2015,3768.70509
364,2914,240,21-09-2015,8340.692606
365,9358,120,20-05-2015,3173.751107
366,3778,178,22-11-2015,5973.343133
367,458,118,30-03-2015,6690.696753
368,7414,54,03-04-2015,5095.015568
369,2628,173,22-09-2015,1953.846666
